distance,speed,direction,intent,signal,severity
405.81311290499434,57.04285838459497,0,0.7796910002727693,0.7581100947678923,Medium
473.5411152109116,5.9984949490801736,0,0.8661761457749352,0.7606690070459252,Medium
722.6689489062433,1.2350696577481468,1,0.7219987722668247,0.9631316254094501,Medium
50.73982754896361,59.53269355747305,0,0.3042422429595377,0.7148538589793427,Medium
460.34776771001,17.473748411882514,0,0.3998609717152555,0.42799939792816927,Medium
975.0677428993862,13.966280425818255,1,0.7851759613930136,0.5198042692950159,Medium
538.5227164929311,35.54487413172255,0,0.8599404067363206,0.8081845231526679,Medium
477.9742893710658,0.7958976695919917,0,0.9656320330745594,0.8850384088698766,Medium
339.38308071470215,5.860326840383032,1,0.24102546602601171,0.809958111295275,Medium
629.4968248934898,49.99169470416986,0,0.9093204020787821,0.5552679889600102,Medium
679.3961701362829,18.702664565364657,1,0.20794166286818883,0.740620196691995,Medium
79.74762783278065,50.53708647569991,1,0.9394989415641891,0.9368964102565893,Critical
618.0049798705309,55.31245410138701,1,0.5704439744053994,0.7125005560154942,Medium
963.1134231318816,50.67203092068908,0,0.2713490317738959,0.8972425054911576,Low
388.9156603589098,16.856070581242847,1,0.27599918202254337,0.5777641034224494,Medium
207.00359210985238,0.9381844044716359,0,0.7722447692966574,0.5192294089205034,Medium
55.246011267422276,48.92768570729005,0,0.71134195274865,0.8741053243187233,Critical
625.6619760419608,55.57805271080094,1,0.11586905952512971,0.9178620555253562,Medium
642.13322048618,19.85388149115895,1,0.37081825219826636,0.8013047515981644,Medium
682.6262387866218,35.477867262463626,1,0.8872127425763265,0.6833289550971695,Medium
163.61453364138663,42.7946872333797,0,0.7217295211648732,0.5415909518493734,Critical
293.26490662325773,2.426015372305881,0,0.42754101835854963,0.4152514760464571,Medium
152.4968556436392,1.885751141204055,0,0.47537022318211175,0.7379653431858302,Medium
710.7402821048212,8.35988726435254,0,0.41038292303562973,0.8533306831258292,Medium
267.35825721704134,4.61879458972758,0,0.6947849330397046,0.9282807034091546,Medium
643.1363457271036,17.73802115026284,0,0.8714605901877177,0.8822032461394687,Medium
227.24155594173405,53.553539909398665,0,0.32434502100527396,0.473252772820404,Medium
388.48294617312615,54.409706492745244,0,0.22793516254194168,0.6562646731757538,Medium
827.1140276263685,51.64383499538061,0,0.16465585314294173,0.7204536516252652,Low
510.58847279103406,41.54616197341622,1,0.33761517140362796,0.9657458223475115,Medium
357.04278541971746,31.127437304601965,0,0.4038361710580408,0.43893534826538894,Medium
291.21964323762745,14.812563770316071,0,0.49724850589238545,0.5805269858900618,Medium
320.59846965859424,2.2132168412719677,0,0.9766149558326529,0.6466222079909387,Medium
81.39819625552096,20.70427488160098,0,0.23956189066697242,0.48693692325473387,Medium
514.9801222636848,59.13902724663604,1,0.5926967238793935,0.4485119957996292,Medium
401.17173325833426,14.529596296645552,1,0.3677831327192532,0.7793834983561476,Medium
651.8532252228499,32.14648104448551,1,0.7983451249845511,0.4904305263792577,Medium
532.7888379036827,41.748768407452914,0,0.5908929431882418,0.8065386171053694,Medium
65.75843748146335,30.72558349795686,0,0.3486659872917294,0.4577059306548525,Medium
943.4971012651238,23.85432126525134,0,0.9367299887367345,0.482512566487596,Medium
374.0130334977456,6.808411274435344,0,0.5414479738275658,0.8174706396070492,Medium
267.12252070743466,10.497295625756172,1,0.5552008115994623,0.7177903470136039,Medium
279.75967635542906,5.586166068353952,1,0.5582934536070976,0.9295818059136038,Medium
229.27175292431042,16.732281155530913,0,0.7259556788702394,0.9382661559715463,Medium
892.7321030518615,46.79253275145743,1,0.8509284487675127,0.9613809965325685,Medium
796.0736185582464,40.139295282853716,1,0.009197051616629648,0.4608829257196193,Low
680.3266806526531,0.3036950307731212,1,0.30536386034439345,0.6913682521517359,Medium
476.00293583693497,59.66744775664924,1,0.7121792213475359,0.5423494524980801,Medium
